0,0
24.19997163,0.003684351
93.57031412,0.005670805
162.9406566,0.006721788
232.3109991,0.007572312
301.6813416,0.007888281
371.0516841,0.008337889
440.4220266,0.008453399
509.792369,0.009036646
579.1627115,0.009185566
648.533054,0.009367897
717.9033965,0.009683865
787.273739,0.009699147
856.6440815,0.010081935
926.014424,0.010397904
995.3847665,0.010379776
1064.755109,0.010361648
1134.125451,0.01034352
1203.495794,0.010325392
1272.866136,0.010908638
1342.236479,0.011024149
1411.606821,0.011006021
1480.977164,0.010987893
1550.347506,0.011270452
1619.717849,0.011319143
1689.088191,0.011301015
1758.458534,0.011282887
1827.828876,0.011465217
1897.199219,0.011614138
1960.263167,0.011597658
2000,0.011498258
